86162 131072
389838 524288
Contar ocurrencias
10 1.06e-06
1010 2.8793e-05
2010 5.4247e-05
3010 7.9813e-05
4010 0.000105636
5010 0.000132262
6010 0.000158158
7010 0.000184871
8010 0.000212441
9010 0.000200605
10010 0.00019807
11010 0.000217115
12010 0.000236121
13010 0.000256174
14010 0.000275425
15010 0.000295679
16010 0.00031573
17010 0.000335428
18010 0.000354569
19010 0.000442983
20010 0.000393035
21010 0.000411954
22010 0.000430821
23010 0.00045097
24010 0.000469706
25010 0.000490098
26010 0.000509683
27010 0.00052948
28010 0.000548655
29010 0.000614205
30010 0.000647555
31010 0.000628033
32010 0.000624822
33010 0.000644589
34010 0.000663731
35010 0.000683448
36010 0.000702686
37010 0.000723621
38010 0.000758531
39010 0.000772022
40010 0.000779816
41010 0.000800096
42010 0.000819617
43010 0.000838183
44010 0.000857985
45010 0.000878002
46010 0.000983285
47010 0.00093808
48010 0.00095721
49010 0.000998805
50010 0.000995035
51010 0.00104201
52010 0.0010367
53010 0.00105452
54010 0.00107324
55010 0.0010979
56010 0.00111325
57010 0.00113382
58010 0.00115611
59010 0.00117504
60010 0.00119246
61010 0.00227695
62010 0.00251043
63010 0.00254986
64010 0.00229082
65010 0.0021604
66010 0.00173888
67010 0.00234331
68010 0.00280817
69010 0.00270825
70010 0.00230056
71010 0.00191614
72010 0.00162841
73010 0.00141873
74010 0.00143857
75010 0.00147578
76010 0.00149466
77010 0.00175557
78010 0.00324464
79010 0.00325798
80010 0.00396277
81010 0.00222648
82010 0.00180667
83010 0.00161241
84010 0.00168414
85010 0.00169495
86010 0.00167753
87010 0.00169754
88010 0.00170843
89010 0.0017345
90010 0.00175705
91010 0.00176588
92010 0.00182551
93010 0.00181143
94010 0.00194355
95010 0.00192696
96010 0.0019145
97010 0.00196556
98010 0.00195929
99010 0.00197749
Contar ocurrencias (con toma de tiempos promedio) 
10 1.8787e-07
1010 2.09705e-05
2010 4.73704e-05
3010 6.31792e-05
4010 8.29807e-05
5010 0.000113127
6010 0.000140566
7010 0.000153578
8010 0.000172796
9010 0.000190161
10010 0.000234653
11010 0.00027012
12010 0.000285367
13010 0.00029334
14010 0.000332225
15010 0.000345763
16010 0.000368562
17010 0.000403047
18010 0.000444909
19010 0.000428142
20010 0.00049592
21010 0.000478021
22010 0.000524877
23010 0.000516567
24010 0.000554577
25010 0.000579238
26010 0.000620514
27010 0.000663999
28010 0.000687365
29010 0.000677568
30010 0.000719044
31010 0.000766652
32010 0.000790374
33010 0.000820904
34010 0.0008351
35010 0.000855539
36010 0.000846657
37010 0.000897042
38010 0.000936874
39010 0.000949231
40010 0.000966545
41010 0.00100678
42010 0.00101899
43010 0.00104802
44010 0.00118736
45010 0.00120634
46010 0.00131915
47010 0.00114462
48010 0.00119114
49010 0.0013256
50010 0.00130132
51010 0.00124007
52010 0.00124881
53010 0.00137682
54010 0.00139337
55010 0.0014932
56010 0.001477
57010 0.00149947
58010 0.00149025
59010 0.00143847
60010 0.00155402
61010 0.0017085
62010 0.00154192
63010 0.00159663
64010 0.00154158
65010 0.00155311
66010 0.00158573
67010 0.00160439
68010 0.00158716
69010 0.00154064
70010 0.00159189
71010 0.00165668
72010 0.00174654
73010 0.0017632
74010 0.0018185
75010 0.00188347
76010 0.00189115
77010 0.00184422
78010 0.00191729
79010 0.00185784
80010 0.00204071
81010 0.00194777
82010 0.00205323
83010 0.00216303
84010 0.00216243
85010 0.00221303
86010 0.0022515
87010 0.00212085
88010 0.00207818
89010 0.00221858
90010 0.00228712
91010 0.00223169
92010 0.00228866
93010 0.00221506
94010 0.00237049
95010 0.00240051
96010 0.00244403
97010 0.00247374
98010 0.00252771
99010 0.00249423
